🇨🇳 喜欢支持,#genre#
凤凰资讯,http://[2409:8087:2001:20:2800:0:df6e:eb27]:80/wh7f454c46tw1890984412_1778241929/ott.mobaibox.com/PLTV/3/224/3221228524/index.m3u8?icpid=3&RTS=1674373416&from=40&popid=40&hms_devid=2293&prioritypopid=40&vqe=3
凤凰资讯,http://[2409:8087:2001:20:2800:0:df6e:eb27]:80/wh7f454c46tw3352677969_1732462333/ott.mobaibox.com/PLTV/3/224/3221228524/index.m3u8
凤凰资讯,http://[2409:8087:2001:20:2800:0:df6e:eb27]/wh7f454c46tw3352677969_1732462333/ott.mobaibox.com/PLTV/3/224/3221228524/index.m3u8
凤凰资讯,http://[2409:8087:2001:20:2800:0:df6e:eb27]/wh7f454c46tw3352677969_1732462333/ott.mobaibox.com/PLTV/3/224/3221228524/index.m3u8?icpid=3&RTS=1668336154&from=40&popid=40&hms_devid=2293&prioritypopid=40&vqe=3
TVBS新闻,http://198.16.100.90:8278/tvbs/playlist.m3u8?tid=MDED5111960351119603&ct=19226&tsum=49931e2d3885c468d56ffae2c2db9e6e
民视新闻,http://38.64.72.148/hls/modn/list/4012/chunklist1.m3u8
台视新闻,http://38.64.72.148/hls/modn/list/4013/chunklist1.m3u8
华语电视1台,http://38.64.72.148/hls/modn/list/4001/chunklist0.m3u8
华语电视2台,http://38.64.72.148/hls/modn/list/4002/chunklist0.m3u8
华语电视3台,http://38.64.72.148/hls/modn/list/4003/chunklist0.m3u8
TVBS新闻,http://38.64.72.148/hls/modn/list/4006/chunklist0.m3u8
TVBS亚州台，http://38.64.72.148/hls/modn/list/4005/chunklist0.m3u8
东森美洲台，http://38.64.72.148/hls/modn/list/2015/chunklist0.m3u8
TVBS亚洲,http://38.64.72.148:80/hls/modn/list/4005/chunklist1.m3u8 
TVBS新闻,http://38.64.72.148:80/hls/modn/list/4006/chunklist1.m3u8 
长城精品,http://38.64.72.148:80/hls/modn/list/4008/chunklist1.m3u8 
民视新闻,http://38.64.72.148:80/hls/modn/list/4012/chunklist1.m3u8 
台视新闻,http://38.64.72.148:80/hls/modn/list/4013/chunklist1.m3u8 
TVBS新闻,http://38.64.72.148:80/hls/modn/list/4006/chunklist0.m3u8 
TVBS亚洲,http://38.64.72.148:80/hls/modn/list/4005/chunklist0.m3u8 
凤凰中文,http://v4.vlanhub.com:8188/udp/239.93.0.162:2192
凤凰中文,http://v4.vlanhub.com:8188/udp/239.93.1.9:2192
凤凰资讯,http://v4.vlanhub.com:8188/udp/239.93.0.118:2191
凤凰资讯,http://v4.vlanhub.com:8188/udp/239.93.1.4:2191
凤凰中文,http://home.suerwei.net:64444/udp/239.93.0.162:2192
凤凰中文,http://home.suerwei.net:64444/udp/239.93.1.9:2192
凤凰资讯,http://home.suerwei.net:64444/udp/239.93.0.118:2191
凤凰资讯,http://home.suerwei.net:64444/udp/239.93.1.4:2191
凤凰中文, https://edge2.laotv.la/live/PhxChinese/index.m3u8$laotv
凤凰资讯, https://edge1.laotv.la/live/PhoenixNews/index.m3u8$laotv
凤凰中文,http://gb.zke.one:4000/udp/239.93.0.162:2192
凤凰中文,http://gb.zke.one:4000/udp/239.93.1.9:2192
凤凰资讯,http://gb.zke.one:4000/udp/239.93.0.118:2191
凤凰资讯,http://gb.zke.one:4000/udp/239.93.1.4:2191
凤凰中文,https://2.zyb.xyz:8848/udp/239.93.0.162:2192
凤凰中文,https://2.zyb.xyz:8848/udp/239.93.1.9:2192
凤凰资讯,https://2.zyb.xyz:8848/udp/239.93.0.118:2191
凤凰资讯,https://2.zyb.xyz:8848/udp/239.93.1.4:2191
凤凰中文,https://2.zyb.xyz:8848/udp/239.93.0.162:2192
凤凰中文,https://2.zyb.xyz:8848/udp/239.93.1.9:2192
凤凰资讯,https://2.zyb.xyz:8848/udp/239.93.0.118:2191
凤凰资讯,https://2.zyb.xyz:8848/udp/239.93.1.4:2191
凤凰中文,http://yuzhe.ltd:6666/udp/239.93.0.162:2192
凤凰资讯,http://yuzhe.ltd:6666/udp/239.93.0.118:2191
凤凰中文,https://live.goodiptv.club/api/sxg.php?id=test1_4000
凤凰资讯,https://live.goodiptv.club/api/sxg.php?id=test2_4000
凤凰资讯,http://ros.ntyzq.cn:5678/fhx.php?id=fhzx$ros
凤凰中文,http://ros.ntyzq.cn:5678/fhx.php?id=fhzw$ros
凤凰香港,http://ros.ntyzq.cn:5678/fhx.php?id=fhhk$ros
凤凰中文,http://r.jdshipin.com/cCCzW$NOV-1080P
凤凰资讯,http://r.jdshipin.com/0Rp07$NOV-1080P
凤凰香港,http://r.jdshipin.com/yDoTN$NOV-1080P
凤凰香港,http://r.jdshipin.com/NfC0f$NOV-1080P
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8$NOV-576P
翡翠台,http://42.186.64.52:5001/site/gudou.php?id=1350_4500
明珠台,http://42.186.64.52:5001/site/gudou.php?id=1351_4500
凤凰中文,http://42.186.64.52:5001/site/gudou.php?id=fhzw_1500
星空卫视,http://42.186.64.52:5001/site/gudou.php?id=xingkong_1500
澳亚卫视,http://42.186.64.52:5001/site/gudou.php?id=aoya_1500
翡翠台,http://tebao.cn:8088/gudou-ag.php?id=fcthd&t=w14L5ppGYYzipwiIRQpgdA==&u=17199741419&p=1&pid=&cid=30&d=865372026096088&sid=UvTDcUdnRi8CMlYpibFWzA==&nc=deTQQ4XdwLRh&a=7&v=2&isSuma=1&hlsSessionID=1429613102050774418&srchost=172.16.149.181:8060&gid=gr2Ru1u3u4B5KOJoPSVDFw%3D%3D$谷豆HD-TB
明珠台,http://tebao.cn:8088/gudou-ag.php?id=mzthd&t=w14L5ppGYYzipwiIRQpgdA==&u=17199741419&p=1&pid=&cid=30&d=865372026096088&sid=UvTDcUdnRi8CMlYpibFWzA==&nc=deTQQ4XdwLRh&a=7&v=2&isSuma=1&hlsSessionID=1429613102050774418&srchost=172.16.149.181:8060&gid=gr2Ru1u3u4B5KOJoPSVDFw%3D%3D$谷豆HD-TB
翡翠台,http://r.jdshipin.com/qClQf$NOV-1080P
翡翠台,http://r.jdshipin.com/qrfbg$NOV-1080P
翡翠台,http://r.jdshipin.com/62WM7$NOV-1080P
翡翠台,http://r.jdshipin.com/n90gt$NOV-1080P
明珠台,http://r.jdshipin.com/ZQ4kN$NOV-1080P
无线新闻,http://r.jdshipin.com/CkuBd$NOV-1080P
无线财经,http://r.jdshipin.com/jUx8K$NOV-1080P
澳视澳门,http://r.jdshipin.com/n2YZI$NOV-1080P
澳视澳门,https://live4.tdm.com.mo/ch1/ch1.live/playlist.m3u8$NOV-720P
澳视卫星,http://61.244.22.5/ch3/ch3.live/index.m3u8$NOV-720P
澳视卫星,https://live4.tdm.com.mo/ch3/ch3.live/playlist.m3u8$NOV-720P
澳门资讯,http://61.244.22.5/ch5/info_ch5.live/index.m3u8$NOV-720P
澳门资讯,http://live4.tdm.com.mo/ch5/info_ch5.live/playlist.m3u8$NOV-720P
澳门体育,http://61.244.22.5/ch4/sport_ch4.live/index.m3u8$NOV-720P
澳门体育,http://live4.tdm.com.mo/ch4/sport_ch4.live/playlist.m3u8$NOV-720P
澳门综艺,http://61.244.22.5/ch6/hd_ch6.live/index.m3u8$NOV-720P
澳门综艺,http://live4.tdm.com.mo/ch6/hd_ch6.live/playlist.m3u8$NOV-720P
澳门莲花,http://epg.112114.xyz/lotus$NOV-1080P
澳门莲花,https://cntv.sbs/tv/lhws.php$NOV-1080P
TVB星河,http://r.jdshipin.com/sXuuD$NOV-1080P
TVB星河,http://r.jdshipin.com/Voac4$NOV-1080P
J2,http://r.jdshipin.com/Nr5jq$NOV-1080P
J2,http://r.jdshipin.com/ndGgS$NOV-1080P
VIUTV,http://r.jdshipin.com/vSJvl$NOV-1080P
VIUTV,http://r.jdshipin.com/ecsRA$NOV-1080P
HOY TV,http://r.jdshipin.com/NADme$NOV-1080P
HOY TV,http://r.jdshipin.com/ZKpTD$NOV-1080P
好莱坞电影,http://r.jdshipin.com/QFhCq$NOV-1080P
凤凰中文,http://han-nas.picp.net:58888/udp/239.76.246.7:1234
凤凰资讯,http://han-nas.picp.net:58888/udp/239.76.246.8:1234
凤凰中文,http://guany.myds.me:25852/udp/233.50.200.192:5140
凤凰资讯,http://guany.myds.me:25852/udp/233.50.200.191:5140
凤凰中文,https://zyb.xyz:8848/rtp/239.93.0.162:2192
凤凰资讯,https://zyb.xyz:8848/rtp/239.93.0.118:2191
明珠台,http://119.34.132.114:4022/udp/225.1.101.139:7523
翡翠台,http://119.34.132.114:4022/udp/225.1.101.45:7523
凤凰中文,http://119.34.132.114:4022/udp/225.1.101.31:7523
澳亚卫视,http://119.34.132.114:4022/udp/225.1.101.25:7523
星空卫视,http://119.34.132.114:4022/udp/225.1.101.32:7523

凤凰中文,http://tebao.cn:8088/cqyx-en.php?id=xfjcHD
凤凰资讯,http://tebao.cn:8088/cqyx-en.php?id=xfylHD
凤凰中文,http://r.jdshipin.com/cCCzW
凤凰资讯,http://r.jdshipin.com/0Rp07
凤凰中文,https://17186.eu.org/php/phtv/fhzwhd.flv
凤凰资讯,https://17186.eu.org/php/phtv/fhzxhd.flv
凤凰中文,http://115.231.143.224/playtv-live.ifeng.com/live/06OLEGEGM4G.flv
凤凰资讯,http://115.231.143.224/playtv-live.ifeng.com/live/06OLEEWQKN4.flv
凤凰中文,http://r.jdshipin.com/cCCzW$全代理
凤凰资讯,http://r.jdshipin.com/0Rp07$全代理
凤凰中文,http://www.namewee.xyz/gudou.php?id=fhzw_1500$谷豆新源2
凤凰香港,http://r.jdshipin.com/NfC0f$全代理
凤凰香港,http://r.jdshipin.com/yDoTN$全代理
翡翠台,http://lu1.cc/tv/php/gudou.php?id=fct$谷豆-lu 
明珠台,http://lu1.cc/tv/php/gudou.php?id=mzt$谷豆-lu
翡翠台,http://www.namewee.xyz/gudou.php?id=1350_4500$谷豆新源2
明珠台,http://www.namewee.xyz/gudou.php?id=1351_4500$谷豆新源2
无线新闻,http://xztv.hk3.20212021.cf.cdn.cloudflare.net/ys/tvb.php?id=0$xztv
无线财经,http://xztv.hk3.20212021.cf.cdn.cloudflare.net/ys/tvb.php?id=2$xztv
星空卫视,http://www.namewee.xyz/gudou.php?id=xingkong_1500$谷豆新源2
澳亚卫视,http://www.namewee.xyz/gudou.php?id=aoya_1500$谷豆新源2
星空卫视,http://lu1.cc/tv/php/gudou.php?id=xkws$谷豆-lu 
澳亚卫视,http://lu1.cc/tv/php/gudou.php?id=ayws$谷豆-lu
翡翠台,http://r.jdshipin.com/n90gt$全代理
明珠台,http://120.84.96.87:808/hls/26/index.m3u8$N-GAT
翡翠台,http://r.jdshipin.com/62WM7$全代理
翡翠台,http://r.jdshipin.com/qClQf$全代理
明珠台,http://r.jdshipin.com/ZQ4kN$全代理
J2,http://r.jdshipin.com/Nr5jq$全代理
J2,http://r.jdshipin.com/ndGgS$全代理
ViuTVsix,http://r.jdshipin.com/vSJvl$全代理
channel [V],http://r.jdshipin.com/dMphc$全代理
channel [V],http://110.191.212.220:5555/udp/239.93.1.7:2194$成都标清1
星空卫视,http://110.191.212.220:5555/udp/239.93.1.10:2193$成都标清1
channel [V] ,http://110.191.212.220:5555/udp/239.93.1.7:2194$成都标清
星空卫视,http://110.191.212.220:5555/udp/239.93.1.10:2193$成都标清
channel [V] ,http://110.191.212.220:5555/udp/239.93.1.7:2194$成都标清2
星空卫视,http://110.191.212.220:5555/udp/239.93.1.10:2193$成都标清2
好莱坞电影,http://r.jdshipin.com/QFhCq$全代理
TVB星河,http://r.jdshipin.com/sXuuD$全代理
J2,http://r.jdshipin.com/Nr5jq$全代理

无线新闻,http://107.167.12.58:27347/livehttpplay?channel_id=30024$HK-1
无线新闻,http://198.16.100.90:8278/inews_twn/playlist.m3u8?tid=MD8D9734527497345274&ct=19249&tsum=88c5d57f9fdce89810d61e1001910a80$HK-2
无线新闻,http://protv.fun/play/live.php?mac=00:1A:79:50:63:9E&stream=153399&extension=ts$HK-3
无线新闻,http://r.jdshipin.com/CkuBd$全代理
无线财经,http://r.jdshipin.com/jUx8K$全代理
翡翠台,http://r.jdshipin.com/thuYX$全代理
TVB星河,http://r.jdshipin.com/sXuuD$全代理
TVB星河,http://r.jdshipin.com/Voac4$全代理
凤凰资讯,http://113.117.74.18:8081/hls/36/index.m3u8$GAT1
凤凰中文,http://113.117.74.17:8081/hls/37/index.m3u8$GAT1
凤凰香港,http://113.117.74.18:8081/hls/38/index.m3u8$GAT1
凤凰资讯,http://8.210.12.190:666/fhx.php?id=fhzx$GAT1
凤凰中文,http://8.210.12.190:666/fhx.php?id=fhzw$GAT1
凤凰香港,http://8.210.12.190:666/fhx.php?id=fhhk$GAT1
凤凰资讯,http://r.jdshipin.com/0Rp07$GAT1
凤凰中文,http://r.jdshipin.com/cCCzW$GAT1
4K影视,http://r.jdshipin.com/Lqdwf$GAT1
4K影视,http://nas.jdshipin.com:8801/4kys.php
凤凰中文,http://50.7.238.114:8278/phoenixtv_hd/playlist.m3u8?tid=m18f421b0e58b&ct=18336&tsum=8e0cca627477cbd534c9cef5e2c17c1c$TW
凤凰中文,http://50.7.238.114:8278/phoenixtv_hd/playlist.m3u8?tid=MDFD5624054756240547&ct=19235&tsum=3d8e21403954d488cd95d367f1f90d8b$TW
凤凰中文,http://50.7.238.114:8278/phoenixtv_hd/playlist.m3u8?tid=MF6F2163882521638825&ct=19249&tsum=2375037c2689c4190d14c8a52bc35c83$TW
凤凰中文,http://50.7.238.114:8278/phoenixtv_hd/playlist.m3u8?tid=MFBF2713938527139385&ct=19225&tsum=1c8ca0899277714ab83db57245220068$TW
凤凰香港,http://50.7.238.114:8278/hkphoenix_twn/playlist.m3u8?tid=m5bd7047b492a&ct=18336&tsum=2c3b7b7f9cee713c07f561b51a9e2768$TW
凤凰香港,http://50.7.238.114:8278/hkphoenix_twn/playlist.m3u8?tid=MA5A4571836345718363&ct=19234&tsum=9d461ede3a5ecfa182b75574f86ae56a$TW
凤凰香港,http://50.7.238.114:8278/hkphoenix_twn/playlist.m3u8?tid=MACA2858291128582911&ct=19225&tsum=0f01288bbaa6c0403d07e96b0a5db4ed$TW
凤凰香港,http://50.7.238.114:8278/hkphoenix_twn/playlist.m3u8?tid=MD0D2495250724952507&ct=19249&tsum=b1c0a577a7f4aaa9af143d124ba24a40$TW
凤凰资讯,http://50.7.238.114:8278/phoenixinfo_hd/playlist.m3u8?tid=m7f4a830029be&ct=18336&tsum=74f57bddc0725f74838380086dce3e44$TW
凤凰资讯,http://50.7.238.114:8278/phoenixinfo_hd/playlist.m3u8?tid=MB5B7253262872532628&ct=19249&tsum=e2b2dcd00f39adb64b6c03601da1e0e0$TW
凤凰资讯,http://50.7.238.114:8278/phoenixinfo_hd/playlist.m3u8?tid=MC1C1591244615912446&ct=19225&tsum=a4fd6441d252c98ea603b13ef749a84e$TW
凤凰资讯,http://50.7.238.114:8278/phoenixinfo_hd/playlist.m3u8?tid=MEAE2353137123531371&ct=19234&tsum=0627df820681c10cef07745ec4493f51$TW
明珠台,http://50.7.238.114:8278/pearl_twn/playlist.m3u8?tid=MC6C7041327570413275&ct=19226&tsum=681972baf66d69caf7cccc92a90e5aad$TW
J2,http://50.7.238.114:8278/j2_twn/playlist.m3u8?tid=m22905da1d346&ct=18336&tsum=3b4998c4f5367bb820165f66b0caab0e$TW
J2,http://50.7.238.114:8278/j2_twn/playlist.m3u8?tid=MA8A1176878411768784&ct=19225&tsum=fea41bb592165942b9971148376f8b70$TW
J2,http://50.7.238.114:8278/j2_twn/playlist.m3u8?tid=ME0E4382171043821710&ct=19237&tsum=6f10351124a4eb90780b2f84b2c4d349$TW
ViuTVsix,http://50.7.238.114:8278/viusix_twn/playlist.m3u8?tid=MD7D9950629799506297&ct=19234&tsum=83ba3013be3e325b775bcd348b38eab1$TW
WWE,http://50.7.238.114:8278/wwe_twn/playlist.m3u8?tid=MACA9233903292339032&ct=18393&tsum=e4cbbd3b73f34348c4a58d7dc6fbd7dc$TW
三立都会,http://50.7.238.114:8278/sanlidouhui_twn/playlist.m3u8?tid=md028b33ea0f7&ct=19361&tsum=1930e4b2cfbbd2f9f821af1c41e8d18d$TW
三立台湾,http://50.7.238.114:8278/sanlitaiwan/playlist.m3u8?ct=17874&tid=m92ccadc4dc3718157816&tsum=3570a8198ca0fb7ebb803807e38b33fb$TW
三立台湾,http://50.7.238.114:8278/sanlitaiwan/playlist.m3u8?tid=m92ccadc4dc3718157816&ct=17874&tsum=3570a8198ca0fb7ebb803807e38b33fb$TW
三立台湾,http://50.7.238.114:8278/sanlitaiwan/playlist.m3u8?tid=MBFB2351438523514385&ct=19193&tsum=15393958be0bf6c0905bbb578dad1240$TW
三立台湾,http://50.7.238.114:8278/sanlitaiwan/playlist.m3u8?tid=MD3D6272113862721138&ct=19344&tsum=67db4abe16d57b8ac1ca573eab42c5e4$TW
凤凰中文,http://198.16.100.90:8278/phoenixtv_hd/playlist.m3u8?tid=MFBF2713938527139385&ct=19225&tsum=1c8ca0899277714ab83db57245220068$TW-2
凤凰中文,http://50.7.238.114:8278/phoenixtv_hd/playlist.m3u8?tid=m18f421b0e58b&ct=18336&tsum=8e0cca627477cbd534c9cef5e2c17c1c$TW-2
凤凰中文,http://50.7.238.114:8278/phoenixtv_hd/playlist.m3u8?tid=MDFD5624054756240547&ct=19235&tsum=3d8e21403954d488cd95d367f1f90d8b$TW-2
凤凰中文,http://50.7.238.114:8278/phoenixtv_hd/playlist.m3u8?tid=MF6F2163882521638825&ct=19249&tsum=2375037c2689c4190d14c8a52bc35c83$TW-2
凤凰中文,http://50.7.238.114:8278/phoenixtv_hd/playlist.m3u8?tid=MFBF2713938527139385&ct=19225&tsum=1c8ca0899277714ab83db57245220068$TW-2
凤凰资讯,http://50.7.238.114:8278/phoenixinfo_hd/playlist.m3u8?tid=m7f4a830029be&ct=18336&tsum=74f57bddc0725f74838380086dce3e44$TW-2
凤凰资讯,http://50.7.238.114:8278/phoenixinfo_hd/playlist.m3u8?tid=MB5B7253262872532628&ct=19249&tsum=e2b2dcd00f39adb64b6c03601da1e0e0$TW-2
凤凰资讯,http://50.7.238.114:8278/phoenixinfo_hd/playlist.m3u8?tid=MC1C1591244615912446&ct=19225&tsum=a4fd6441d252c98ea603b13ef749a84e$TW-2
凤凰资讯,http://50.7.238.114:8278/phoenixinfo_hd/playlist.m3u8?tid=MEAE2353137123531371&ct=19234&tsum=0627df820681c10cef07745ec4493f51$TW-2
凤凰香港,http://50.7.238.114:8278/hkphoenix_twn/playlist.m3u8?tid=m5bd7047b492a&ct=18336&tsum=2c3b7b7f9cee713c07f561b51a9e2768$TW-2
凤凰香港,http://50.7.238.114:8278/hkphoenix_twn/playlist.m3u8?tid=MA5A4571836345718363&ct=19234&tsum=9d461ede3a5ecfa182b75574f86ae56a$TW-2
凤凰香港,http://50.7.238.114:8278/hkphoenix_twn/playlist.m3u8?tid=MACA2858291128582911&ct=19225&tsum=0f01288bbaa6c0403d07e96b0a5db4ed$TW-2
凤凰香港,http://50.7.238.114:8278/hkphoenix_twn/playlist.m3u8?tid=MD0D2495250724952507&ct=19249&tsum=b1c0a577a7f4aaa9af143d124ba24a40$TW-2
翡翠台,http://198.16.100.90:8278/tvbxinhe_twn/playlist.m3u8?tid=ME2E8352893183528931&ct=19225&tsum=5f852c878e02000708a055c6b08a9405$TW-2
明珠台,http://50.7.238.114:8278/pearl_twn/playlist.m3u8?tid=MC6C7041327570413275&ct=19226&tsum=681972baf66d69caf7cccc92a90e5aad$TW-2
J2,http://50.7.238.114:8278/j2_twn/playlist.m3u8?tid=m22905da1d346&ct=18336&tsum=3b4998c4f5367bb820165f66b0caab0e$TW-2
J2,http://50.7.238.114:8278/j2_twn/playlist.m3u8?tid=MA8A1176878411768784&ct=19225&tsum=fea41bb592165942b9971148376f8b70$TW-2
J2,http://50.7.238.114:8278/j2_twn/playlist.m3u8?tid=ME0E4382171043821710&ct=19237&tsum=6f10351124a4eb90780b2f84b2c4d349$TW-2
ViuTV6,http://50.7.238.114:8278/viusix_twn/playlist.m3u8?tid=MD7D9950629799506297&ct=19234&tsum=83ba3013be3e325b775bcd348b38eab1$TW-2
TVBS欢乐台,http://50.7.238.114:8278/tvbshuanle_twn/playlist.m3u8?ct=19193&tid=MC8C2318787923187879&tsum=394d2b9af3df7846e2cdc60d69dd4219$TW-2
TVBS欢乐台,http://50.7.238.114:8278/tvbshuanle_twn/playlist.m3u8?tid=MA5A9262292692622926&ct=19254&tsum=cd369d68a5d2c1a2fa04df748cda142c$TW-2
TVBS欢乐台,http://50.7.238.114:8278/tvbshuanle_twn/playlist.m3u8?tid=MBCB7220883472208834&ct=19234&tsum=82bece8e29754b899ffb60e5246dfc74$TW-2
TVBS欢乐台,http://50.7.238.114:8278/tvbshuanle_twn/playlist.m3u8?tid=MC8C2318787923187879&ct=19193&tsum=394d2b9af3df7846e2cdc60d69dd4219$TW-2
三立都会,http://50.7.238.114:8278/sanlidouhui_twn/playlist.m3u8?tid=md028b33ea0f7&ct=19361&tsum=1930e4b2cfbbd2f9f821af1c41e8d18d$TW-2
三立台湾,http://50.7.238.114:8278/sanlitaiwan/playlist.m3u8?ct=17874&tid=m92ccadc4dc3718157816&tsum=3570a8198ca0fb7ebb803807e38b33fb$TW-2
三立台湾,http://50.7.238.114:8278/sanlitaiwan/playlist.m3u8?tid=m92ccadc4dc3718157816&ct=17874&tsum=3570a8198ca0fb7ebb803807e38b33fb$TW-2
三立台湾,http://50.7.238.114:8278/sanlitaiwan/playlist.m3u8?tid=MBFB2351438523514385&ct=19193&tsum=15393958be0bf6c0905bbb578dad1240$TW-2
三立台湾,http://50.7.238.114:8278/sanlitaiwan/playlist.m3u8?tid=MD3D6272113862721138&ct=19344&tsum=67db4abe16d57b8ac1ca573eab42c5e4$TW-2
三立戏剧,http://50.7.238.114:8278/sanlixiju_twn/playlist.m3u8?ct=19226&tid=MBDB8405357084053570&tsum=78944c0951d21a699e46fff4318a3799$TW-2
三立戏剧,http://50.7.238.114:8278/sanlixiju_twn/playlist.m3u8?tid=MA8A4626080046260800&ct=19053&tsum=205a453781925ebfb8996c1db8d4ed59$TW-2
三立戏剧,http://50.7.238.114:8278/sanlixiju_twn/playlist.m3u8?tid=MA8A4626080046260800&ct=19053&tsum=205a453781925ebfb8996c1db8d4ed59$TW-2
三立戏剧,http://50.7.238.114:8278/sanlixiju_twn/playlist.m3u8?tid=MBDB8405357084053570&ct=19226&tsum=78944c0951d21a699e46fff4318a3799$TW-2
三立戏剧,http://50.7.238.114:8278/sanlixiju_twn/playlist.m3u8?tid=MC3C7351075373510753&ct=19249&tsum=f70fc544635e38b2fd7b4bb39899df0e$TW-2
三立戏剧,http://50.7.238.114:8278/sanlixiju_twn/playlist.m3u8?tid=MCFC5174201151742011&ct=19193&tsum=27477ddeec029345da276c2c903f09c2$TW-2
三立综合,http://50.7.238.114:8278/sanlizhonghe/playlist.m3u8?ct=17874&tid=m3362167a08a014596868&tsum=4472a7c943b67bf52fe5e836ca9f3b6b$TW-2
三立综合,http://50.7.238.114:8278/sanlizhonghe/playlist.m3u8?tid=m3362167a08a014596868&ct=17874&tsum=4472a7c943b67bf52fe5e836ca9f3b6b$TW-2
三立综合,http://50.7.238.114:8278/sanlizhonghe/playlist.m3u8?tid=MB0B8754413687544136&ct=19193&tsum=b815a8eec252a8266b57178e6b336b03$TW-2
TVBS HD,http://50.7.238.114:8278/tvbs/playlist.m3u8?tid=m0f93590c7a75&ct=18335&tsum=d55d4e5f3a3d424454dbc8d70e3bb1b6$TW-2
TVBS HD,http://50.7.238.114:8278/tvbs/playlist.m3u8?tid=MDED5111960351119603&ct=19226&tsum=49931e2d3885c468d56ffae2c2db9e6e$TW-2
TVBS HD,http://50.7.238.114:8278/tvbs/playlist.m3u8?tid=ME2E6545230665452306&ct=19234&tsum=ff0df01c2935843c8c4543428728ce28$TW-2
TVBS HD,http://50.7.238.114:8278/tvbs/playlist.m3u8?tid=MF8F6036660760366607&ct=19225&tsum=28b93d22eed82973d85656ff0a6978c5$TW-2
TVBS新闻,http://50.7.238.114:8278/tvbs_n/playlist.m3u8?tid=m4a218f9aa395&ct=18335&tsum=363605ee081cb965cc0385c3f855a7e3$TW-2
TVBS新闻,http://50.7.238.114:8278/tvbs_n/playlist.m3u8?tid=MA4A2233260122332601&ct=19249&tsum=513a9dcb42fa8b98e1792d513dd3e2ee$TW-2
TVBS新闻,http://50.7.238.114:8278/tvbs_n/playlist.m3u8?tid=MB6B3640782836407828&ct=19234&tsum=315ac9a0876bc361c6715ac6d5a96777$TW-2
TVBS新闻,http://50.7.238.114:8278/tvbs_n/playlist.m3u8?tid=MC3C9358473393584733&ct=19193&tsum=38970ab977b9e318cbead37db4134eb8$TW-2
TVBS新闻,http://50.7.238.114:8278/tvbs_n/playlist.m3u8?tid=MECE3233774032337740&ct=19225&tsum=47a22a993d8e9b29582dfde5631c78b0$TW-2
TVBS新闻,http://50.7.238.114:8278/tvbs_n/playlist.m3u8?tid=MEFE5283322452833224&ct=19226&tsum=5f4e9bb0782ab3aae36328763cba2ffd$TW-2
TVBS新闻 ,http://38.64.72.148:80/hls/modn/list/4006/chunklist1.m3u8$TW-2
卫视中文,http://50.7.238.114:8278/weishichinese_twn/playlist.m3u8?ct=19226&tid=MA8A7894022878940228&tsum=c0323ce59263e0096d4181626874e17c$TW-2
卫视中文,http://50.7.238.114:8278/weishichinese_twn/playlist.m3u8?tid=MA8A7894022878940228&ct=19226&tsum=c0323ce59263e0096d4181626874e17c$TW-2
卫视中文,http://50.7.238.114:8278/weishichinese_twn/playlist.m3u8?tid=MADA3405227034052270&ct=19234&tsum=c34dd09cd30ff781054a12c1a06ab0f6$TW-2
卫视中文,http://50.7.238.114:8278/weishichinese_twn/playlist.m3u8?tid=MB7B8325601583256015&ct=19249&tsum=88f84634240050b869fbbe8cfeb43cc7$TW-2
民视新闻 ,http://38.64.72.148:80/hls/modn/list/4012/chunklist0.m3u8$TW-2
台视新闻 ,http://38.64.72.148:80/hls/modn/list/4013/chunklist0.m3u8$TW-2
公视,http://50.7.238.114:8278/ctv_taiwan/playlist.m3u8?ct=17990&tid=13765524&tsum=03eb77c1c186944b97737f14e95076c0$TW-2
公视,http://50.7.238.114:8278/ctv_taiwan/playlist.m3u8?tid=13765524&ct=17990&tsum=03eb77c1c186944b97737f14e95076c0$TW-2
公视,http://50.7.238.114:8278/ctv_taiwan/playlist.m3u8?tid=13765524&ct=17990&tsum=03eb77c1c186944b97737f14e95076c0$TW-2
公视,http://50.7.238.114:8278/ctv_taiwan/playlist.m3u8?tid=m33b41eb996d0&ct=18336&tsum=ea5304d5140e9a3d2a32aece896feeed$TW-2
公视,http://50.7.238.114:8278/ctv_taiwan/playlist.m3u8?tid=MCCC8750228587502285&ct=19225&tsum=aca6268c0dd9f618ed5e944942132557$TW-2
公视,http://50.7.238.114:8278/ctv_taiwan/playlist.m3u8?tid=MD4D6839548568395485&ct=19193&tsum=56b3e3b150f4fcbc1877e081b313bcd4$TW-2
公视,http://50.7.238.114:8278/ctv_taiwan/playlist.m3u8?tid=MD4D6839548568395485&ct=19193&tsum=56b3e3b150f4fcbc1877e081b313bcd4$TW-2
公视,http://50.7.238.114:8278/ctv_taiwan/playlist.m3u8?tid=MDCD6096520560965205&ct=19249&tsum=64237c7ffa0c00b62657a938247bcab0$TW-2
华视,http://50.7.238.114:8278/ctshd_twn/playlist.m3u8?ct=19226&tid=MAFA1309481213094812&tsum=429f7c40691cdcc6c1fb108dbd11e002$TW-2
华视,http://50.7.238.114:8278/ctshd_twn/playlist.m3u8?tid=m760743cf1f5e&ct=18335&tsum=9b0d2efb292253075aa4ec25cc439b81$TW-2
